[2023-12-21 12:49:50,393: INFO: main: welcome to our custom log]
[2024-01-11 14:33:07,322: INFO: 1705949239: Downloaded data from https://drive.google.com/file/d/1ZWpZ_KxsMVZ0SnqYTjUKr0MWHSf2ObJ4/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:37:44,997: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-11 14:37:45,004: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:37:45,004: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:37:45,004: INFO: common: created directory at: artifacts]
[2024-01-11 14:37:45,013: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:37:45,013: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/1ZWpZ_KxsMVZ0SnqYTjUKr0MWHSf2ObJ4/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:37:46,256: ERROR: main: 'NoneType' object has no attribute 'groups']
Traceback (most recent call last):
  File "main.py", line 11, in <module>
    obj.main()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\pipeline\stage_01_data_ingestion.py", line 16, in main
    data_ingestion.download_file()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\components\data_ingestion.py", line 24, in download_file
    raise e
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\components\data_ingestion.py", line 21, in download_file
    gdown.download(prefix+file_id,zip_download_dir)
  File "C:\Users\rvaib\.conda\envs\envk\lib\site-packages\gdown\download.py", line 259, in download
    filename_from_url = m.groups()[0]
AttributeError: 'NoneType' object has no attribute 'groups'
[2024-01-11 14:38:14,451: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:38:14,454: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:38:14,455: INFO: common: created directory at: artifacts]
[2024-01-11 14:38:14,456: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:38:14,457: INFO: 1705949239: Downloading data from https://drive.google.com/file/d/1ZWpZ_KxsMVZ0SnqYTjUKr0MWHSf2ObJ4/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:38:14,929: INFO: 1705949239: Downloaded data from https://drive.google.com/file/d/1ZWpZ_KxsMVZ0SnqYTjUKr0MWHSf2ObJ4/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:40:13,467: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:40:13,471: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:40:13,473: INFO: common: created directory at: artifacts]
[2024-01-11 14:40:13,473: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:40:13,475: INFO: 1705949239: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:40:13,932: INFO: 1705949239: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:40:41,718: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:40:41,721: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:40:41,722: INFO: common: created directory at: artifacts]
[2024-01-11 14:40:41,723: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:40:41,723: INFO: 2052301525: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:40:42,184: INFO: 2052301525: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:43:11,439: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:43:11,441: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:43:11,442: INFO: common: created directory at: artifacts]
[2024-01-11 14:43:11,442: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:43:11,443: INFO: 2052301525: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:43:12,211: INFO: 2052301525: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:47:55,677: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:47:55,679: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:47:55,680: INFO: common: created directory at: artifacts]
[2024-01-11 14:47:55,681: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:47:55,681: INFO: 525569051: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:47:56,327: INFO: 525569051: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:49:36,469: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:49:36,475: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:49:36,478: INFO: common: created directory at: artifacts]
[2024-01-11 14:49:36,479: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:50:46,080: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-11 14:50:46,080: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:50:46,080: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:50:46,080: INFO: common: created directory at: artifacts]
[2024-01-11 14:50:46,080: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:50:46,080: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:50:47,654: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:50:47,654: ERROR: main: [Errno 2] No such file or directory: 'artifacts/data_ingestion/data.zip']
Traceback (most recent call last):
  File "main.py", line 11, in <module>
    obj.main()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\pipeline\stage_01_data_ingestion.py", line 17, in main
    data_ingestion.extract_zip_file()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\components\data_ingestion.py", line 30, in extract_zip_file
    with zipfile.ZipFile(self.config.local_data_file,'r') as zip_ref:
  File "C:\Users\rvaib\.conda\envs\envk\lib\zipfile.py", line 1216, in __init__
    self.fp = io.open(file, filemode)
FileNotFoundError: [Errno 2] No such file or directory: 'artifacts/data_ingestion/data.zip'
[2024-01-11 14:52:04,194: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-11 14:52:04,195: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:52:04,196: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:52:04,197: INFO: common: created directory at: artifacts]
[2024-01-11 14:52:04,197: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:52:04,197: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:52:06,101: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:52:06,512: INFO: main: ..... stage Data ingestion stage completed .....]
[2024-01-11 14:52:06,513: INFO: main: .....stage prepare base model started ....]
[2024-01-11 14:52:06,523: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:52:06,535: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:52:06,550: INFO: common: created directory at: artifacts]
[2024-01-11 14:52:06,555: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-01-11 14:52:06,867: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-01-11 14:52:07,037: INFO: main: ..... stage prepare base model completed .....]
[2024-01-11 14:52:44,475: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:52:44,477: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:52:44,478: INFO: common: created directory at: artifacts]
[2024-01-11 14:52:44,479: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:52:44,479: INFO: 912916727: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:52:46,131: INFO: 912916727: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:53:16,164: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:53:16,168: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:53:16,170: INFO: common: created directory at: artifacts]
[2024-01-11 14:53:16,171: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:53:16,172: INFO: 912916727: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:53:17,898: INFO: 912916727: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:53:37,262: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:53:37,269: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:53:37,272: INFO: common: created directory at: artifacts]
[2024-01-11 14:53:37,274: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:53:37,276: INFO: 912916727: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:53:38,922: INFO: 912916727: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:54:49,951: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:54:49,953: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:54:49,954: INFO: common: created directory at: artifacts]
[2024-01-11 14:54:49,955: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:54:49,956: INFO: 3396119162: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:54:50,573: INFO: 3396119162: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:57:20,653: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:57:20,655: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:57:20,657: INFO: common: created directory at: artifacts]
[2024-01-11 14:57:20,658: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:57:20,658: INFO: 1727935137: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:57:22,327: INFO: 1727935137: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:04:15,379: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:04:15,380: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:04:15,381: INFO: common: created directory at: artifacts]
[2024-01-11 15:04:15,382: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:04:15,382: INFO: 2157536776: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:04:46,441: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:04:46,446: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:04:46,448: INFO: common: created directory at: artifacts]
[2024-01-11 15:04:46,450: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:04:46,451: INFO: 447182297: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:05:03,859: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:05:03,864: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:05:03,866: INFO: common: created directory at: artifacts]
[2024-01-11 15:05:03,867: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:05:03,869: INFO: 1796547561: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:05:05,487: INFO: 1796547561: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:06:20,085: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:06:20,089: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:06:20,090: INFO: common: created directory at: artifacts]
[2024-01-11 15:06:20,092: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:06:20,093: INFO: 1727935137: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:06:21,597: INFO: 1727935137: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:15:31,623: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:15:31,626: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:15:31,627: INFO: common: created directory at: artifacts]
[2024-01-11 15:15:31,627: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:15:31,628: INFO: 456661562: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:15:33,474: INFO: 456661562: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:18:56,043: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:18:56,048: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:18:56,050: INFO: common: created directory at: artifacts]
[2024-01-11 15:18:56,052: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:18:56,054: INFO: 456661562: downloading dataset fromhttps://drive.google.com/file/d/<10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE>&confirm=t/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:18:56,733: INFO: 456661562: downloaded dataset fromhttps://drive.google.com/file/d/<10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE>&confirm=t/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:20:27,035: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:20:27,037: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:20:27,038: INFO: common: created directory at: artifacts]
[2024-01-11 15:20:27,039: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:20:27,040: INFO: 456661562: downloading dataset fromhttps://drive.google.com/file/d/<10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE>&confirm=t/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:20:27,604: INFO: 456661562: downloaded dataset fromhttps://drive.google.com/file/d/<10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE>&confirm=t/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:20:38,317: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:20:38,320: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:20:38,321: INFO: common: created directory at: artifacts]
[2024-01-11 15:20:38,322: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:20:38,323: INFO: 456661562: downloading dataset fromhttps://drive.google.com/file/d/<10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:20:38,890: INFO: 456661562: downloaded dataset fromhttps://drive.google.com/file/d/<10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:21:32,668: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:21:32,670: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:21:32,672: INFO: common: created directory at: artifacts]
[2024-01-11 15:21:32,673: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:21:32,673: INFO: 456661562: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:21:34,293: INFO: 456661562: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:23:50,032: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:23:50,034: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:23:50,035: INFO: common: created directory at: artifacts]
[2024-01-11 15:23:50,036: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:23:50,036: INFO: 3172177572: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:23:51,480: INFO: 3172177572: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:29:44,702: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 15:29:44,709: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 15:29:44,709: INFO: common: created directory at: artifacts]
[2024-01-11 15:29:44,710: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 15:29:44,711: INFO: 3199809212: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 15:29:46,025: INFO: 3199809212: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-23 19:21:00,154: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 19:21:00,167: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 19:21:00,169: INFO: common: created directory at: artifacts]
[2024-01-23 19:21:00,170: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-01-23 19:21:00,852: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-01-23 19:22:29,476: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-23 19:22:29,477: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 19:22:29,478: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 19:22:29,478: INFO: common: created directory at: artifacts]
[2024-01-23 19:22:29,484: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-23 19:22:29,484: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-23 19:22:31,934: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-23 19:22:32,417: INFO: main: ..... stage Data ingestion stage completed .....]
[2024-01-23 19:22:32,418: INFO: main: .....stage prepare base model started ....]
[2024-01-23 19:22:32,419: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 19:22:32,420: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 19:22:32,421: INFO: common: created directory at: artifacts]
[2024-01-23 19:22:32,421: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-01-23 19:22:32,771: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-01-23 19:22:32,990: INFO: main: ..... stage prepare base model completed .....]
[2024-01-23 20:05:46,917: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 20:05:46,921: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 20:05:46,923: INFO: common: created directory at: artifacts]
[2024-01-23 20:05:46,925: INFO: common: created directory at: artifacts\training]
[2024-01-23 20:08:33,535: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 20:08:33,538: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 20:08:33,539: INFO: common: created directory at: artifacts]
[2024-01-23 20:08:33,541: INFO: common: created directory at: artifacts\training]
[2024-01-23 20:09:41,036: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 20:09:41,039: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 20:09:41,042: INFO: common: created directory at: artifacts]
[2024-01-23 20:09:41,044: INFO: common: created directory at: artifacts\training]
[2024-01-23 20:10:43,003: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 20:10:43,008: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 20:10:43,010: INFO: common: created directory at: artifacts]
[2024-01-23 20:10:43,013: INFO: common: created directory at: artifacts\training]
[2024-01-23 20:54:15,295: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-23 20:54:15,301: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 20:54:15,301: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 20:54:15,307: INFO: common: created directory at: artifacts]
[2024-01-23 20:54:15,307: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-23 20:54:15,307: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-23 20:54:27,798: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-23 20:54:29,081: INFO: main: ..... stage Data ingestion stage completed .....]
[2024-01-23 20:54:29,081: INFO: main: .....stage prepare base model started ....]
[2024-01-23 20:54:29,088: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 20:54:29,089: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 20:54:29,089: INFO: common: created directory at: artifacts]
[2024-01-23 20:54:29,089: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-01-23 20:54:36,383: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-01-23 20:54:36,999: INFO: main: ..... stage prepare base model completed .....]
[2024-01-23 20:54:36,999: INFO: main: .....stage TRAINING started ....]
[2024-01-23 20:54:37,010: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 20:54:37,016: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 20:54:37,016: INFO: common: created directory at: artifacts]
[2024-01-23 20:54:37,016: ERROR: main: 'ConfigurationManager' object has no attribute 'get_training_config']
Traceback (most recent call last):
  File "main.py", line 36, in <module>
    obj.main()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\pipeline\stage_03_model_training.py", line 13, in main
    training_config = config.get_training_config()
AttributeError: 'ConfigurationManager' object has no attribute 'get_training_config'
[2024-01-23 21:09:25,277: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-23 21:09:25,281: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 21:09:25,281: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 21:09:25,281: INFO: common: created directory at: artifacts]
[2024-01-23 21:09:25,281: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-23 21:09:25,281: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-23 21:09:55,626: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-23 21:09:56,596: INFO: main: ..... stage Data ingestion stage completed .....]
[2024-01-23 21:09:56,596: INFO: main: .....stage prepare base model started ....]
[2024-01-23 21:09:56,596: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 21:09:56,596: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 21:09:56,596: INFO: common: created directory at: artifacts]
[2024-01-23 21:09:56,596: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-01-23 21:10:01,154: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-01-23 21:10:01,780: INFO: main: ..... stage prepare base model completed .....]
[2024-01-23 21:10:01,785: INFO: main: .....stage TRAINING started ....]
[2024-01-23 21:10:01,790: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-23 21:10:01,791: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-23 21:10:01,791: INFO: common: created directory at: artifacts]
[2024-01-23 21:10:01,791: INFO: common: created directory at: artifacts\training]
[2024-01-23 21:10:45,317: INFO: main: ..... stage TRAINING completed .....]
